CostumerID,WorkerID,ComplaintID,Date,Reason,DealtWith
2455,8313492,1983322,23/12/1954,Broken window,YES
2456,6915724,9493146,22/01/1983,Wants to rent a car,YES
2457,8281575,6723409,10/10/1953,Unhappy costumer,NO
2458,3464956,8659213,16/05/1953,Weird noises,NO
2459,5507451,8671192,29/03/1983,Problem with insurance,YES
2460,1063478,5349030,07/08/1957,Car died,YES
2461,7995316,6345566,28/10/1965,Problem with insurance,NO
2462,1581493,5126513,25/10/1970,Wants to rent a car,NO
2463,1221193,8238062,09/02/1997,Problem with insurance,NO
2464,7760592,6239003,23/03/1988,Lights are out,NO
2465,2779531,2475683,26/07/1973,Wants to rent a car,NO
2466,6981299,7629597,23/06/1951,Complaint about a worker,NO
2467,3837032,8252326,10/03/1963,Unhappy costumer,YES
2468,8338356,2553480,28/04/1961,Unhappy costumer,YES
2469,5756089,1357036,19/12/1951,Car died,YES
2470,1023797,4501369,16/12/1964,Car died,NO
2471,4275375,8769439,31/01/1960,Battery died,YES
2472,9357679,3716665,16/10/1989,Battery died,YES
2473,867168,3944905,22/11/1999,Weird noises,YES
2474,1070883,9400730,25/05/1988,Flat tire,NO
2475,9206144,1996411,26/03/1963,Unhappy costumer,NO
2476,5128341,3672164,29/07/1967,Complaint about a worker,YES
2477,523118,4493213,08/07/1999,Problem with insurance,YES
2478,4099399,4027440,12/03/1961,Flat tire,YES
2479,469377,6818479,12/03/1975,Complaint about a worker,NO
2480,3654830,3648476,26/11/1961,Complaint about a worker,YES
2481,1401078,9686108,06/03/1991,Battery died,YES
2482,3889318,4487633,19/07/1952,Wants to update data,YES
2483,4923952,8728276,02/06/1967,Flat tire,YES
2484,9063501,2471419,13/02/1987,Battery died,YES
2485,8785831,3670303,04/12/1996,Weird noises,YES
2486,2050921,4184257,07/01/1985,Wants to extend renting period,NO
2487,5803935,3827616,13/06/1980,Brakes are broken,YES
2488,6699710,1646287,01/09/1955,Lights are out,YES
2489,1075421,6312049,03/08/1963,Brakes are broken,NO
2490,2041351,9022237,27/08/1975,Complaint about a worker,YES
2491,4090149,4368535,06/08/1962,Problem with insurance,NO
2492,9567980,5530458,01/09/1965,Weird noises,YES
2493,4975585,7601472,04/01/1970,Brakes are broken,NO
2494,2122696,3812517,17/03/1974,Wants to update data,NO
2495,1642162,1505401,01/11/1983,Brakes are broken,YES
2496,480616,4153141,26/07/1978,Wants to rent a car,NO
2497,3781091,560008,11/12/1977,Broken window,YES
2498,7729002,4385543,01/03/1976,Wants to update data,YES
2499,3619300,2809996,21/05/1987,Battery died,YES
2500,3925211,5867354,07/07/1953,Brakes are broken,YES
2501,5986054,2443157,29/04/1979,Car died,YES
2502,9032514,6847824,11/08/1960,Broken window,NO
2503,5636488,2111509,17/10/1970,Problem with insurance,NO
2504,5852953,4622591,30/01/1991,Flat tire,NO
2505,7680660,7355216,30/09/1994,Broken window,NO
2506,4962583,6076451,29/05/1989,Car died,YES
2507,9371499,7312977,09/10/1967,Wants to extend renting period,NO
2508,3130439,933184,13/09/1983,Lights are out,YES
2509,2575942,4206809,21/08/1952,Brakes are broken,YES
2510,1078812,4743371,09/12/1983,Broken window,YES
2511,7113724,5199565,09/01/1975,Car died,NO
2512,8767068,1281315,19/07/1957,Wants to update data,YES
2513,952143,7311734,18/08/1951,Wants to extend renting period,YES
2514,4391423,9715856,25/05/1984,Wants to extend renting period,NO
2515,4328920,5884591,27/01/1988,Brakes are broken,YES
2516,9860671,6839271,01/01/1987,Brakes are broken,NO
2517,9061342,8925158,06/10/1957,Flat tire,YES
2518,4442714,2057452,30/08/1984,Flat tire,NO
2519,1718367,353961,23/06/1983,Weird noises,YES
2520,3301427,7118971,22/03/1959,Problem with insurance,NO
2521,5168694,9402186,20/01/1993,Problem with insurance,YES
2522,1743611,8330811,07/07/1976,Wants to update data,YES
2523,3180166,572657,15/11/1950,Unhappy costumer,NO
2524,7988787,3117416,02/12/1978,Battery died,NO
2525,8986623,3716327,30/11/1965,Lights are out,NO
2526,4627045,2866967,28/10/1969,Problem with insurance,YES
2527,6087663,9664862,13/04/2000,Lights are out,NO
2528,2504192,8534496,16/02/1956,Car died,YES
2529,7390393,1816739,10/08/1954,Broken window,NO
2530,602110,3367862,03/06/1973,Problem with insurance,YES
2531,6305433,7792537,05/05/1963,Lights are out,NO
2532,529331,3215838,26/09/1963,Complaint about a worker,NO
2533,5585482,9159168,17/10/1989,Wants to update data,YES
2534,7851046,43731,05/01/1975,Wants to update data,NO
2535,5898681,7040331,02/12/2000,Problem with insurance,NO
2536,8495319,4169657,13/04/1964,Flat tire,NO
2537,8911745,3474404,01/10/1955,Wants to rent a car,YES
2538,5435651,1704977,17/08/1968,Wants to extend renting period,YES
2539,892615,818498,12/06/1989,Car died,YES
2540,7785028,1117600,08/12/1961,Complaint about a worker,NO
2541,6134341,2681783,14/07/1975,Lights are out,YES
2542,2041100,3512790,05/05/1993,Complaint about a worker,NO
2543,7979923,9819991,24/05/1965,Wants to extend renting period,YES
2544,728017,9143698,17/02/1952,Wants to extend renting period,NO
2545,948463,6612865,10/05/1982,Problem with insurance,NO
2546,1132179,4200255,14/07/1979,Unhappy costumer,NO
2547,5563687,6189858,17/10/1971,Unhappy costumer,NO
2548,3751452,7411721,01/09/1976,Unhappy costumer,YES
2549,8163117,7658392,22/09/1969,Unhappy costumer,YES
2550,4613029,123331,08/03/1963,Brakes are broken,NO
2551,5159298,7736037,23/12/1984,Wants to rent a car,YES
2552,7843375,5735211,04/03/1978,Battery died,NO
2553,9307419,5067890,17/07/1955,Wants to update data,YES
2554,1360064,2012659,24/03/1956,Brakes are broken,NO
2555,1502540,5473426,23/05/1988,Lights are out,YES
2556,9380270,4351743,02/05/1957,Wants to extend renting period,YES
2557,4749833,3710984,22/12/1960,Car died,YES
2558,5062600,9549529,16/05/1994,Weird noises,YES
2559,9079748,7885860,30/08/1997,Wants to rent a car,YES
2560,6774134,8546751,22/02/1972,Battery died,YES
2561,7204328,9657896,01/05/1955,Flat tire,NO
2562,7813093,3313851,27/04/1993,Wants to update data,YES
2563,5081600,7078085,08/12/1995,Brakes are broken,YES
2564,1195062,5314725,12/08/1971,Weird noises,YES
2565,8764123,1072808,21/02/1957,Flat tire,YES
2566,4778841,9592399,12/04/1982,Lights are out,YES
2567,2011606,1969446,07/11/1976,Broken window,NO
2568,7011278,7105996,19/09/1952,Problem with insurance,YES
2569,7336379,1602929,16/01/1987,Complaint about a worker,YES
2570,8177841,5978562,12/07/1962,Wants to rent a car,NO
2571,7641935,3296199,06/08/1987,Complaint about a worker,YES
2572,3135860,1047421,26/10/1988,Wants to rent a car,YES
2573,6563373,304571,11/07/1957,Flat tire,NO
2574,2626794,3515650,17/08/1981,Car died,YES
2575,2987289,6858739,27/03/1980,Problem with insurance,NO
2576,6212116,9535342,02/01/1987,Car died,NO
2577,5473495,5269103,04/03/1980,Wants to rent a car,YES
2578,6630090,9631404,09/10/1985,Broken window,YES
2579,5542929,6513768,22/08/1962,Wants to rent a car,YES
2580,5232693,9747283,08/03/1951,Problem with insurance,NO
2581,7391947,6187857,26/12/1972,Brakes are broken,NO
2582,2783199,3559900,19/07/1971,Problem with insurance,NO
2583,8640610,7331088,19/04/1964,Flat tire,YES
2584,154635,284056,19/09/1952,Lights are out,NO
2585,5839627,8377184,20/12/1968,Brakes are broken,NO
2586,1046827,5630088,26/01/1965,Broken window,NO
2587,2596493,1775894,06/06/1971,Unhappy costumer,YES
2588,5370319,1777113,12/02/1955,Lights are out,YES
2589,1052566,8168258,27/04/1956,Wants to extend renting period,NO
2590,148711,4809492,13/04/1959,Flat tire,NO
2591,7783194,7778129,17/06/1985,Battery died,NO
2592,2165810,2259895,10/10/1998,Wants to rent a car,YES
2593,9027596,9436414,28/12/1968,Problem with insurance,NO
2594,7169262,4889328,24/05/1988,Flat tire,YES
2595,6918330,636290,18/03/1995,Wants to update data,NO
2596,835293,2240547,30/12/1970,Lights are out,NO
2597,7402103,1452957,25/12/1996,Wants to rent a car,YES
2598,4784659,2318545,08/02/1952,Broken window,NO
2599,7013010,4600721,07/07/1981,Lights are out,YES
2600,1771944,8793987,24/06/1980,Broken window,YES
2601,7334366,3806796,07/12/1961,Unhappy costumer,YES
2602,2699413,174439,12/11/1968,Battery died,YES
2603,310216,3823873,20/11/1992,Battery died,YES
2604,8420805,6636625,04/06/1971,Broken window,NO
2605,2546261,1729840,21/04/1962,Battery died,NO
2606,911470,2774249,20/05/1960,Battery died,YES
2607,2305544,2118275,19/07/1989,Complaint about a worker,YES
2608,6630624,7762213,05/04/1973,Problem with insurance,YES
2609,9873405,8220113,14/12/1999,Flat tire,YES
2610,9090777,410298,16/12/1976,Lights are out,YES
2611,6545886,1571585,15/04/1966,Brakes are broken,NO
2612,1127074,688349,02/06/1968,Brakes are broken,YES
2613,5267216,6426642,29/06/1959,Car died,NO
2614,2059615,3798484,31/03/1983,Flat tire,NO
2615,4500025,9293244,05/03/1986,Battery died,YES
2616,9548574,2348690,09/02/1959,Unhappy costumer,YES
2617,5526229,1000766,23/10/1967,Wants to update data,YES
2618,2647245,9702425,11/02/1980,Wants to rent a car,YES
2619,1500412,9816110,14/08/1999,Broken window,NO
2620,165276,5862511,30/12/1957,Battery died,NO
2621,4096007,8850169,15/03/1977,Wants to rent a car,NO
2622,7160553,2501336,06/06/1956,Flat tire,YES
2623,6690358,9348743,12/12/1965,Complaint about a worker,NO
2624,1784649,7216082,08/09/1958,Lights are out,NO
2625,9688841,8100815,08/06/1984,Car died,YES
2626,6546614,4409787,21/04/1972,Brakes are broken,YES
2627,8535022,7294356,06/05/1967,Broken window,YES
2628,6455677,3294345,08/04/1988,Battery died,YES
2629,909397,2472121,10/07/1990,Broken window,NO
2630,7598920,8205427,11/11/1958,Weird noises,NO
2631,5986347,979295,11/07/1991,Weird noises,NO
2632,396522,1958128,03/11/1952,Wants to update data,YES
2633,5442560,2230901,26/03/1991,Problem with insurance,YES
2634,4420517,5698420,25/03/1986,Flat tire,YES
2635,4429452,8545911,13/10/1981,Unhappy costumer,YES
2636,6840388,2631078,01/03/2000,Weird noises,NO
2637,8621005,8585670,30/10/1990,Lights are out,YES
2638,5154854,7558491,05/05/1983,Wants to extend renting period,NO
2639,5601872,6860199,04/05/1973,Wants to update data,YES
2640,5633751,3272924,17/04/1974,Battery died,YES
2641,2472053,6799157,07/03/1977,Weird noises,NO
2642,6721352,1022459,14/11/1964,Car died,YES
2643,1593988,5011941,18/05/1989,Wants to rent a car,NO
2644,2024072,9368967,28/07/1950,Weird noises,NO
2645,5350930,4648148,07/08/1996,Lights are out,NO
2646,2691714,2706103,13/02/1951,Wants to extend renting period,NO
2647,4944770,1669227,21/10/1967,Lights are out,NO
2648,4844496,603540,20/04/1965,Weird noises,YES
2649,2267991,4921791,18/03/1991,Wants to rent a car,NO
2650,7273325,1751296,15/09/1950,Car died,NO
2651,9636633,4514472,30/06/1988,Wants to update data,YES
2652,278151,662362,12/06/1986,Weird noises,YES
2653,5635553,4784301,15/02/1964,Wants to rent a car,YES
2654,6999042,7184586,20/05/1968,Battery died,YES
2655,6765389,5379996,27/12/1989,Problem with insurance,YES
2656,1983719,4868374,21/06/1979,Broken window,YES
2657,7103582,6910732,27/12/1997,Weird noises,YES
2658,8586641,3915143,29/07/1950,Flat tire,YES
2659,8832627,417406,15/01/1968,Brakes are broken,NO
2660,5215652,8035425,29/04/1963,Broken window,YES
2661,8870753,1315291,16/10/1983,Battery died,NO
2662,6400542,2990438,29/11/1984,Problem with insurance,NO
2663,1191672,8900318,14/11/1976,Wants to rent a car,NO
2664,1008031,581175,13/04/1990,Wants to extend renting period,YES
2665,3232251,9746887,06/02/1991,Brakes are broken,NO
2666,5749957,3648109,18/06/2000,Flat tire,NO
2667,5715901,5686465,05/10/1984,Unhappy costumer,YES
2668,5165639,6483609,14/01/1953,Flat tire,NO
2669,2671903,2536831,21/10/1973,Lights are out,YES
2670,6790023,5866834,21/08/1985,Brakes are broken,NO
2671,6297062,7068126,10/11/1991,Battery died,YES
2672,4448711,1547164,02/03/1989,Flat tire,NO
2673,3785578,2991744,01/07/1960,Flat tire,YES
2674,3989580,4047192,23/04/1968,Unhappy costumer,NO
2675,329460,7890935,23/09/1981,Broken window,NO
2676,7801983,4974820,23/02/1969,Battery died,YES
2677,8716460,9065241,13/01/1996,Problem with insurance,NO
2678,8168311,2183052,17/06/1977,Complaint about a worker,YES
2679,1954772,7407709,05/01/1962,Problem with insurance,YES
2680,1358558,3587245,10/07/1989,Wants to extend renting period,NO
2681,5217546,7158719,20/08/1988,Weird noises,NO
2682,1795765,5573401,30/03/1984,Battery died,NO
2683,9741103,1547804,30/08/1951,Unhappy costumer,NO
2684,8710590,3882122,05/12/1999,Problem with insurance,YES
2685,7069626,7015275,14/08/1997,Flat tire,NO
2686,2893250,9168962,18/12/1987,Wants to update data,NO
2687,1823877,2030121,23/06/1989,Unhappy costumer,NO
2688,251314,9411958,28/03/1995,Car died,YES
2689,5242925,6961292,01/10/1981,Complaint about a worker,YES
2690,6208745,6171737,02/10/1984,Lights are out,NO
2691,3399016,9136340,03/03/1965,Broken window,NO
2692,5973897,9888105,29/01/1980,Flat tire,NO
2693,6053558,9381870,18/10/1980,Battery died,YES
2694,3047409,879725,09/11/1955,Wants to rent a car,NO
2695,8938364,1598883,15/03/1989,Unhappy costumer,YES
2696,3536075,5730856,14/06/1967,Wants to update data,NO
2697,4779927,9631831,23/03/1987,Flat tire,NO
2698,2856249,8464552,06/04/1960,Weird noises,YES
2699,7989752,852150,04/11/1988,Wants to rent a car,YES
2700,1851807,3165069,24/12/1983,Weird noises,NO
2701,4752580,9383943,04/06/1960,Problem with insurance,YES
2702,8052838,2293665,23/03/1964,Unhappy costumer,YES
2703,8367,2465011,15/11/1966,Brakes are broken,NO
2704,877582,6073508,25/06/1977,Wants to extend renting period,NO
2705,9798154,7845107,10/08/1995,Flat tire,NO
2706,4446936,3692980,19/12/1955,Wants to extend renting period,YES
2707,2734856,9012145,31/08/2000,Unhappy costumer,NO
2708,9709988,3712576,11/08/1991,Problem with insurance,NO
2709,5214928,1325683,15/03/1977,Problem with insurance,NO
2710,3268540,5839188,11/06/1989,Broken window,NO
2711,3224853,9719667,04/02/1977,Brakes are broken,YES
2712,909319,8189007,10/04/1970,Brakes are broken,YES
2713,2997247,1951566,16/12/1982,Wants to update data,NO
2714,4586478,1267434,15/09/1969,Lights are out,NO
2715,3746240,985203,20/06/1952,Wants to extend renting period,YES
2716,8382494,8205415,03/02/1987,Complaint about a worker,NO
2717,4099140,7041077,24/07/2000,Lights are out,YES
2718,1042015,4565780,10/01/1952,Complaint about a worker,YES
2719,9805281,6748216,20/10/1970,Lights are out,NO
2720,8193110,9623921,23/05/1991,Complaint about a worker,NO
2721,6623355,9349160,23/09/1969,Battery died,YES
2722,108734,6166045,05/10/1984,Wants to update data,YES
2723,4139699,9916073,26/04/1977,Wants to update data,NO
2724,2471760,3006992,28/01/1992,Flat tire,YES
2725,2620132,1185340,18/11/1994,Weird noises,NO
2726,4234858,9534019,04/01/1961,Broken window,YES
2727,5846242,9428570,13/02/1997,Car died,NO
2728,4315968,2331737,19/02/1989,Unhappy costumer,YES
2729,9787481,7121647,01/12/1996,Flat tire,YES
2730,7304783,5420939,13/01/1950,Weird noises,YES
2731,7617043,7591323,20/12/1958,Broken window,YES
2732,4065159,9196964,24/11/1955,Weird noises,YES
2733,464798,124688,23/01/1951,Weird noises,NO
2734,7467446,6445624,09/05/1971,Flat tire,YES
2735,2617587,1783387,22/11/1978,Problem with insurance,YES
2736,9559357,8192242,08/11/1989,Problem with insurance,YES
2737,9494325,9481273,01/07/1983,Lights are out,NO
2738,9407057,2920598,29/04/1959,Complaint about a worker,NO
2739,1053703,9285123,19/10/1997,Wants to update data,NO
2740,307164,9479254,17/09/1991,Wants to extend renting period,NO
2741,5815795,4898512,18/03/1989,Car died,NO
2742,3601737,7109958,16/01/1993,Flat tire,YES
2743,7326039,1579100,17/09/1975,Complaint about a worker,NO
2744,8691437,5322784,18/12/1954,Problem with insurance,YES
2745,8662757,5067110,01/11/1960,Wants to extend renting period,YES
2746,2412628,5715842,15/03/1959,Wants to extend renting period,YES
2747,2342392,9668929,24/09/1992,Wants to update data,YES
2748,7450019,2820316,01/02/1984,Brakes are broken,YES
2749,6901875,3441504,16/06/1954,Weird noises,YES
2750,3201608,3707741,13/09/1971,Wants to extend renting period,NO
2751,6759931,3058118,31/08/1984,Unhappy costumer,YES
2752,4368666,1920328,30/03/1981,Weird noises,NO
2753,1725345,2583993,23/04/1959,Lights are out,YES
2754,6130314,8315478,01/12/1955,Lights are out,YES
2755,1289437,8957705,21/08/1969,Broken window,NO
2756,1634575,1169792,09/03/1965,Unhappy costumer,NO
2757,9930437,7752935,12/02/1960,Lights are out,NO
2758,4778876,4056703,23/10/1982,Flat tire,YES
2759,7101934,7439252,11/11/1980,Complaint about a worker,NO
2760,9532747,8077261,22/06/1982,Brakes are broken,YES
2761,4370641,6058427,19/05/1996,Unhappy costumer,NO
2762,4122461,3982047,15/04/1975,Flat tire,YES
2763,4129219,8726735,04/03/1981,Wants to update data,YES
2764,9238707,2071326,16/06/1962,Flat tire,NO
2765,8412936,5953746,08/01/1999,Complaint about a worker,NO
2766,6923443,7654145,12/04/1979,Wants to rent a car,YES
2767,5530494,6191792,08/07/1975,Complaint about a worker,YES
2768,3398939,6549878,19/10/1995,Flat tire,YES
2769,3686281,8217074,16/04/1977,Wants to rent a car,NO
2770,8605328,5001457,21/06/1963,Broken window,NO
2771,3265941,5624074,18/02/1968,Wants to update data,YES
2772,9460346,865951,21/06/1998,Unhappy costumer,NO
2773,5521096,6353030,14/09/1987,Broken window,YES
2774,643760,9091073,08/02/1986,Problem with insurance,YES
2775,5088480,2597315,17/02/1994,Battery died,NO
2776,7138996,3377361,06/10/1957,Complaint about a worker,YES
2777,708006,2167621,02/01/1986,Weird noises,NO
2778,434590,993406,28/07/1989,Wants to extend renting period,NO
2779,2323627,45801,06/01/1978,Wants to rent a car,NO
2780,675809,1659267,11/12/1986,Brakes are broken,YES
2781,1134725,4002836,18/06/1991,Car died,YES
2782,4758071,7070719,07/07/1975,Lights are out,YES
2783,8470115,6025230,13/04/1966,Weird noises,YES
2784,7587516,568342,25/06/1975,Problem with insurance,NO
2785,6692081,9743424,11/12/1980,Flat tire,NO
2786,6189047,4320802,08/09/1971,Weird noises,YES
2787,6298163,6758215,31/05/1976,Wants to rent a car,NO
2788,7682049,2398950,27/10/1951,Lights are out,YES
2789,7780894,3689418,10/11/1996,Car died,YES
2790,5912526,5404527,07/09/1960,Flat tire,YES
