COMPLAINT_ID,WorkerID,COSTUMER_ID,Date,Reason,DealtWith
4705,8982568,64,18/04/1987,Flat tire,NO
4706,1526465,76,28/04/1965,Wants to extend renting period,NO
4707,353812,29,22/12/1981,Unhappy costumer,NO
4708,5073662,50,28/04/1999,Problem with insurance,NO
4709,3460813,16,07/02/1988,Problem with insurance,NO
4710,5857478,11,05/02/1977,Broken window,NO
4711,8298438,4,01/02/1954,Brakes are broken,NO
4712,7908591,75,14/06/1950,Brakes are broken,NO
4713,1104566,52,05/07/1958,Wants to update data,NO
4714,1688684,79,12/11/1956,Lights are out,NO
4715,8451667,77,17/05/1951,Wants to extend renting period,NO
4716,8853334,40,08/02/1993,Complaint about a worker,NO
4717,9063766,51,31/10/1951,Lights are out,NO
4718,3091815,57,01/08/1983,Complaint about a worker,NO
4719,4593390,19,01/07/1974,Lights are out,NO
4720,1023120,94,10/12/1970,Complaint about a worker,NO
4721,3569646,100,21/07/1969,Battery died,NO
4722,4303776,33,22/10/1957,Wants to update data,NO
4723,4647698,54,10/04/1954,Wants to update data,NO
4724,6508548,98,02/12/2000,Flat tire,NO
4725,7258132,36,10/07/1996,Weird noises,NO
4726,1401526,22,23/10/1980,Broken window,NO
4727,8738873,14,12/10/1999,Car died,NO
4728,2598449,19,10/02/1974,Unhappy costumer,NO
4729,8609790,24,03/12/1993,Flat tire,NO
4730,8286331,40,07/06/1976,Weird noises,NO
4731,7605505,28,28/10/1976,Broken window,NO
4732,5043631,82,27/07/1986,Weird noises,NO
4733,4388435,13,29/10/1983,Weird noises,NO
4734,9165905,63,14/12/1993,Flat tire,NO
4735,1746836,75,09/02/1970,Problem with insurance,NO
4736,8923469,77,01/11/1955,Problem with insurance,NO
4737,4393005,80,24/08/1971,Lights are out,NO
4738,9256853,18,30/10/1972,Complaint about a worker,NO
4739,9357447,57,26/06/1998,Wants to update data,NO
4740,9141428,53,26/01/1977,Wants to extend renting period,NO
4741,7626190,21,11/04/1998,Car died,NO
4742,7393182,30,19/12/1962,Flat tire,NO
4743,1777659,11,29/03/1976,Complaint about a worker,NO
4744,9655365,67,19/02/1953,Problem with insurance,NO
4745,5901160,32,19/01/1951,Wants to extend renting period,NO
4746,6625454,76,18/12/1951,Wants to extend renting period,NO
4747,6633101,74,24/02/1956,Wants to update data,NO
4748,5971186,31,29/10/1988,Brakes are broken,NO
4749,9834564,76,08/01/1959,Weird noises,NO
4750,4994838,47,25/01/1977,Wants to extend renting period,NO
4751,944416,30,01/06/1998,Unhappy costumer,NO
4752,9804815,36,28/09/1987,Weird noises,NO
4753,8872395,28,03/07/1976,Lights are out,NO
4754,4608700,76,22/10/1967,Lights are out,NO
4755,8426798,32,13/11/1952,Broken window,NO
4756,2197216,45,15/04/1997,Unhappy costumer,NO
4757,7692917,34,17/06/1984,Lights are out,NO
4758,3429503,93,09/07/1952,Flat tire,NO
4759,9452175,4,20/08/1979,Complaint about a worker,NO
4760,4678955,74,03/03/1955,Brakes are broken,NO
4761,5816043,15,27/06/1995,Unhappy costumer,NO
4762,6364694,10,20/05/1950,Flat tire,NO
4763,5378927,87,27/03/1995,Wants to update data,NO
4764,8614627,29,31/07/1985,Flat tire,NO
4765,9759680,96,23/07/1970,Complaint about a worker,NO
4766,4177476,90,04/10/1994,Wants to rent a car,NO
4767,9065653,76,30/01/1995,Complaint about a worker,NO
4768,1050350,37,24/01/1953,Flat tire,NO
4769,592538,33,22/07/1981,Wants to rent a car,NO
4770,3327479,8,23/09/1974,Broken window,NO
4771,6511858,36,17/02/1952,Wants to update data,NO
4772,2193897,52,16/06/1991,Unhappy costumer,NO
4773,2617842,45,08/11/1994,Broken window,NO
4774,7832117,82,24/03/1983,Problem with insurance,NO
4775,1421228,14,11/04/1963,Battery died,NO
4776,909376,75,01/01/1956,Complaint about a worker,NO
4777,8894163,19,13/10/1950,Weird noises,NO
4778,314024,56,13/04/1966,Wants to extend renting period,NO
4779,9229886,16,24/01/1976,Wants to rent a car,NO
4780,8634642,91,30/08/1988,Brakes are broken,NO
4781,6189518,93,09/08/1981,Car died,NO
4782,6157795,55,23/05/1994,Lights are out,NO
4783,8364924,87,16/05/1974,Weird noises,NO
4784,1348990,18,04/02/1966,Problem with insurance,NO
4785,589498,91,20/11/1988,Flat tire,NO
4786,7070363,76,07/02/1991,Weird noises,NO
4787,638845,8,13/09/1999,Wants to rent a car,NO
4788,1695967,17,09/12/1978,Lights are out,NO
4789,5321755,35,06/11/1951,Car died,NO
4790,2512163,67,30/09/1958,Flat tire,NO
4791,8444450,53,20/06/1950,Battery died,NO
4792,2024067,55,28/06/1950,Weird noises,NO
4793,7659300,63,19/11/1978,Unhappy costumer,NO
4794,7222692,61,30/01/1999,Broken window,NO
4795,5800097,14,10/02/1955,Problem with insurance,NO
4796,3850319,38,10/02/1971,Unhappy costumer,NO
4797,2660595,95,07/08/1994,Wants to update data,NO
4798,689965,70,17/12/1993,Wants to rent a car,NO
4799,3051787,83,07/09/1971,Wants to update data,NO
4800,4361375,58,12/10/1983,Wants to rent a car,NO
4801,3482129,80,26/11/1951,Flat tire,NO
4802,8535164,27,18/07/1965,Brakes are broken,NO
4803,2386375,8,01/03/1983,Complaint about a worker,NO
4804,69922,73,05/09/1951,Broken window,NO
4805,261732,21,18/03/1953,Brakes are broken,NO
4806,7985874,65,20/11/1988,Problem with insurance,NO
4807,7934354,17,28/05/1960,Battery died,NO
4808,1139472,27,02/08/1953,Battery died,NO
4809,6891847,69,14/07/1954,Brakes are broken,NO
4810,5401993,22,27/11/1962,Complaint about a worker,NO
4811,6888200,9,30/06/1990,Wants to update data,NO
4812,5802753,57,15/03/1962,Wants to rent a car,NO
4813,5445536,62,10/01/1970,Car died,NO
4814,3057653,80,06/10/1995,Wants to extend renting period,NO
4815,6021755,99,01/11/1993,Wants to rent a car,NO
4816,5432090,43,17/10/1999,Lights are out,NO
4817,8871344,99,16/09/1992,Flat tire,NO
4818,7360669,64,27/05/1976,Lights are out,NO
4819,7312786,54,09/03/1986,Car died,NO
4820,3515019,73,03/01/1989,Wants to update data,NO
4821,4015196,43,22/02/1970,Wants to rent a car,NO
4822,1677649,65,20/08/1996,Complaint about a worker,NO
4823,4544865,56,04/07/1960,Problem with insurance,NO
4824,6263890,53,13/07/1974,Wants to update data,NO
4825,8323583,56,26/07/1989,Brakes are broken,NO
4826,7802443,28,14/11/1990,Problem with insurance,NO
4827,8008168,76,22/07/1981,Broken window,NO
4828,9046532,54,20/04/1986,Wants to rent a car,NO
4829,1803773,15,30/05/2000,Problem with insurance,NO
4830,3607875,64,12/02/1989,Lights are out,NO
4831,2822399,48,01/07/1956,Weird noises,NO
4832,7753182,3,09/09/1976,Flat tire,NO
4833,7791413,83,20/04/1950,Brakes are broken,NO
4834,1530198,53,27/06/1976,Problem with insurance,NO
4835,7024981,11,30/11/2000,Car died,NO
4836,2290466,67,14/07/1989,Car died,NO
4837,8468984,85,25/08/1973,Complaint about a worker,NO
4838,8165533,1,10/02/2000,Complaint about a worker,NO
4839,7575327,43,29/11/1957,Wants to rent a car,NO
4840,2610885,9,27/02/1958,Complaint about a worker,NO
4841,6603679,12,25/10/1972,Wants to rent a car,NO
4842,6696018,82,27/05/1970,Unhappy costumer,NO
4843,1147429,33,01/04/1974,Unhappy costumer,NO
4844,309344,41,10/11/1968,Complaint about a worker,NO
4845,7721006,77,15/03/1971,Weird noises,NO
4846,9468160,85,24/03/1984,Wants to rent a car,NO
4847,2078649,44,08/11/1987,Wants to extend renting period,NO
4848,1919514,34,03/02/1972,Unhappy costumer,NO
4849,6923239,94,07/06/1985,Lights are out,NO
4850,4576244,56,22/09/1997,Wants to update data,NO
4851,1335292,93,13/07/1955,Weird noises,NO
4852,5062164,78,04/02/1962,Flat tire,NO
4853,7964232,16,16/07/1976,Brakes are broken,NO
4854,4217038,52,09/06/1993,Wants to update data,NO
4855,2231678,24,15/03/1950,Problem with insurance,NO
4856,9619198,62,09/05/1968,Wants to rent a car,NO
4857,7441001,49,02/07/1955,Wants to rent a car,NO
4858,3828680,79,22/09/1980,Wants to update data,NO
4859,1166348,16,21/04/1977,Broken window,NO
4860,6895331,75,13/01/1966,Battery died,NO
4861,2631038,16,05/07/1976,Wants to update data,NO
4862,6802131,95,08/03/1971,Wants to rent a car,NO
4863,2038162,96,11/06/1958,Wants to update data,NO
4864,2065082,70,20/05/1998,Brakes are broken,NO
4865,352846,70,25/12/1997,Battery died,NO
4866,429029,47,15/02/1989,Wants to rent a car,NO
4867,8271754,56,09/01/1985,Weird noises,NO
4868,1650607,16,17/05/1998,Weird noises,NO
4869,3417240,62,10/11/1993,Flat tire,NO
4870,8767206,98,31/05/1969,Wants to rent a car,NO
4871,3262391,43,19/09/1998,Wants to extend renting period,NO
4872,4283593,41,30/11/1979,Car died,NO
4873,5920872,62,04/06/1976,Car died,NO
4874,9594801,14,08/02/1971,Unhappy costumer,NO
4875,2378319,97,06/04/1989,Wants to extend renting period,NO
4876,2301945,30,14/08/1976,Unhappy costumer,NO
4877,7148347,36,12/11/1987,Complaint about a worker,NO
4878,7920071,32,20/12/2000,Car died,NO
4879,5651383,54,14/11/1957,Car died,NO
4880,5969570,78,23/07/1973,Brakes are broken,NO
4881,8345747,8,01/05/1960,Wants to rent a car,NO
4882,84938,94,27/05/1988,Wants to extend renting period,NO
4883,4188112,43,04/11/1950,Flat tire,NO
4884,1280754,23,14/10/1950,Problem with insurance,NO
4885,9180179,60,12/08/1972,Complaint about a worker,NO
4886,5801258,92,15/09/1999,Weird noises,NO
4887,1937238,99,12/07/1962,Complaint about a worker,NO
4888,8298193,71,27/07/1951,Weird noises,NO
4889,7580549,90,29/11/1998,Wants to update data,NO
4890,7136974,54,19/09/1964,Complaint about a worker,NO
4891,703409,63,22/09/1966,Unhappy costumer,NO
4892,5111079,66,27/10/1982,Lights are out,NO
4893,8704540,35,13/09/1981,Wants to update data,NO
4894,2879427,49,14/12/1992,Car died,NO
4895,4216397,39,13/08/1992,Weird noises,NO
4896,894790,85,19/04/1951,Battery died,NO
4897,8305737,26,06/09/1960,Lights are out,NO
4898,2732697,89,11/12/1994,Problem with insurance,NO
4899,7737441,52,20/05/1953,Car died,NO
4900,7819546,39,18/05/1980,Brakes are broken,NO
4901,5136537,77,29/01/1974,Car died,NO
4902,7977302,50,01/05/1993,Flat tire,NO
4903,8841573,7,13/12/1950,Weird noises,NO
4904,6558143,93,14/09/1996,Wants to rent a car,NO
4905,6274638,21,03/04/1953,Problem with insurance,NO
4906,2634977,72,06/07/1955,Flat tire,NO
4907,4376784,31,30/03/1991,Lights are out,NO
4908,9495740,71,08/11/1972,Weird noises,NO
4909,2472104,34,02/02/1957,Wants to rent a car,NO
4910,4863873,34,17/06/1989,Wants to update data,NO
4911,7150198,2,29/05/1956,Brakes are broken,NO
4912,3339953,90,12/07/1995,Complaint about a worker,NO
4913,9958772,26,22/03/1986,Wants to rent a car,NO
4914,4960009,49,11/04/1968,Broken window,NO
4915,1765266,94,24/05/1950,Lights are out,NO
4916,7307143,14,27/04/1999,Flat tire,NO
4917,1907277,99,05/02/1953,Weird noises,NO
4918,2237210,73,20/01/1999,Weird noises,NO
4919,2092870,20,23/05/1995,Wants to rent a car,NO
4920,4624061,50,23/06/1982,Flat tire,NO
4921,3601285,88,29/06/1972,Complaint about a worker,NO
4922,9232427,18,08/02/1981,Brakes are broken,NO
4923,112168,21,22/04/1961,Problem with insurance,NO
4924,3896267,2,29/10/1969,Car died,NO
4925,6182754,11,01/11/1976,Car died,NO
4926,5950458,69,22/10/1994,Wants to rent a car,NO
4927,1766432,54,19/03/1954,Wants to rent a car,NO
4928,3737578,87,23/09/1959,Car died,NO
4929,8795604,41,18/05/1977,Problem with insurance,NO
4930,1931526,35,04/09/1975,Wants to extend renting period,NO
4931,669465,45,10/08/1974,Lights are out,NO
4932,684277,94,11/01/1984,Lights are out,NO
4933,9564424,76,30/10/1957,Battery died,NO
4934,5305498,11,13/09/1980,Problem with insurance,NO
4935,4227347,68,27/06/1977,Lights are out,NO
4936,7737722,70,20/08/1966,Lights are out,NO
4937,2259770,13,28/02/1963,Wants to rent a car,NO
4938,4688434,99,15/06/1966,Broken window,NO
4939,7781577,6,15/02/1955,Unhappy costumer,NO
4940,9764045,33,07/06/1973,Wants to rent a car,NO
4941,7436354,62,27/11/1981,Flat tire,NO
4942,7479957,78,13/04/1991,Weird noises,NO
4943,9115217,49,18/02/1981,Weird noises,NO
4944,33650,100,28/01/1993,Wants to extend renting period,NO
4945,6961925,31,08/08/1966,Brakes are broken,NO
4946,9856242,87,09/07/1993,Wants to rent a car,NO
4947,3920145,2,19/08/1966,Lights are out,NO
4948,2373048,2,07/09/1974,Brakes are broken,NO
4949,3152808,84,30/03/1958,Unhappy costumer,NO
4950,3148071,56,16/09/1991,Unhappy costumer,NO
4951,8681924,9,30/03/1973,Flat tire,NO
4952,2310237,47,25/02/1993,Wants to update data,NO
4953,1307297,97,17/12/1976,Problem with insurance,NO
4954,2466318,40,11/10/1996,Car died,NO
4955,4706864,67,20/11/1999,Complaint about a worker,NO
4956,4579388,40,11/12/1953,Broken window,NO
4957,8593834,96,01/01/1973,Wants to extend renting period,NO
4958,6123979,19,25/07/1968,Brakes are broken,NO
4959,108169,53,03/08/1967,Complaint about a worker,NO
4960,5172038,36,28/05/1974,Weird noises,NO
4961,5881982,85,20/02/1961,Battery died,NO
4962,4111643,16,18/10/1996,Brakes are broken,NO
4963,1995601,98,14/10/1989,Weird noises,NO
4964,2415170,4,17/06/1952,Problem with insurance,NO
4965,1151249,88,24/02/1969,Wants to rent a car,NO
4966,2475680,10,22/06/1956,Battery died,NO
4967,8744918,59,30/09/1985,Lights are out,NO
4968,5022567,99,22/10/1989,Flat tire,NO
4969,8403223,28,27/07/1972,Problem with insurance,NO
4970,1537025,82,28/09/1969,Wants to extend renting period,NO
4971,9140734,42,25/01/1965,Wants to update data,NO
4972,7528351,35,29/03/1997,Wants to update data,NO
4973,5263824,57,09/05/1992,Problem with insurance,NO
4974,5100761,40,03/09/1961,Battery died,NO
4975,3165741,51,07/08/1963,Lights are out,NO
4976,4254039,17,09/04/1951,Wants to rent a car,NO
4977,7857687,57,25/04/1984,Brakes are broken,NO
4978,5257122,13,22/03/1999,Problem with insurance,NO
4979,8040109,55,27/11/1978,Lights are out,NO
4980,2739370,98,22/01/1959,Unhappy costumer,NO
4981,6972940,52,29/03/1956,Car died,NO
4982,1909843,99,07/12/1967,Wants to rent a car,NO
4983,5592449,59,23/04/1973,Problem with insurance,NO
4984,1716005,53,25/09/1983,Car died,NO
4985,1791378,58,07/02/1998,Wants to rent a car,NO
4986,373806,87,12/01/1975,Broken window,NO
4987,9702751,45,12/02/1986,Flat tire,NO
4988,9772838,56,29/05/1961,Wants to extend renting period,NO
4989,4595731,14,21/03/1969,Unhappy costumer,NO
4990,554263,70,15/02/1978,Battery died,NO
4991,5490233,79,31/03/1955,Brakes are broken,NO
4992,1136595,84,12/12/1986,Battery died,NO
4993,9806214,36,14/03/1988,Wants to rent a car,NO
4994,4291891,58,22/01/1987,Broken window,NO
4995,3809159,28,04/01/1991,Problem with insurance,NO
4996,1879182,53,22/07/1996,Broken window,NO
4997,8448527,32,22/11/1963,Lights are out,NO
4998,6184978,2,01/04/1972,Wants to rent a car,NO
4999,9542239,88,12/10/1986,Problem with insurance,NO
5000,4039865,42,29/05/1986,Broken window,NO
5001,1995763,52,01/06/1963,Wants to update data,NO
5002,3202537,77,04/02/1972,Flat tire,NO
5003,5325122,74,11/08/1986,Weird noises,NO
5004,7743972,82,05/03/1956,Wants to extend renting period,NO
5005,7229855,45,20/08/1978,Unhappy costumer,NO
5006,9944232,8,21/05/1965,Problem with insurance,NO
5007,2842924,20,11/02/1962,Weird noises,NO
5008,2713471,64,15/10/1988,Problem with insurance,NO
5009,7866328,39,13/11/1964,Problem with insurance,NO
5010,8258753,48,19/08/1983,Weird noises,NO
5011,9530397,82,30/09/1983,Brakes are broken,NO
5012,7902227,41,14/01/1957,Brakes are broken,NO
5013,9291167,89,06/08/1999,Car died,NO
5014,6491179,23,12/04/1961,Car died,NO
5015,8441831,65,27/03/1992,Broken window,NO
5016,425942,49,21/07/1987,Car died,NO
5017,5563738,27,11/01/1984,Flat tire,NO
5018,4730773,52,31/10/1953,Broken window,NO
5019,9670142,24,27/11/1965,Complaint about a worker,NO
5020,794045,68,29/04/1997,Brakes are broken,NO
5021,4363421,1,25/03/1965,Problem with insurance,NO
5022,8404870,31,13/02/1962,Lights are out,NO
5023,9246187,1,04/06/1954,Battery died,NO
5024,288336,94,19/06/1971,Weird noises,NO
5025,6236663,97,20/04/1974,Unhappy costumer,NO
5026,3774975,82,28/11/1980,Wants to rent a car,NO
5027,7628954,100,07/08/1994,Complaint about a worker,NO
5028,2734829,10,09/02/1985,Wants to update data,NO
5029,4730885,88,18/01/1976,Flat tire,NO
5030,7324481,5,13/10/1975,Flat tire,NO
5031,1206051,16,23/02/1979,Unhappy costumer,NO
5032,2006556,44,22/07/1996,Flat tire,NO
5033,7254248,21,09/05/1981,Unhappy costumer,NO
5034,2828158,49,01/10/1989,Weird noises,NO
5035,8610144,49,03/04/1973,Car died,NO
5036,2552809,92,29/04/1951,Wants to extend renting period,NO
5037,8022714,62,19/01/1977,Brakes are broken,NO
5038,3827872,1,25/03/1986,Lights are out,NO
5039,466976,39,14/12/1980,Brakes are broken,NO
5040,2235807,5,28/06/1972,Wants to rent a car,NO
5041,8337395,73,04/10/1979,Wants to rent a car,NO
5042,7539649,21,09/04/1994,Unhappy costumer,NO
5043,3547265,25,09/11/1950,Wants to extend renting period,NO
5044,3711531,9,18/02/1950,Complaint about a worker,NO
5045,779415,25,25/01/1975,Car died,NO
5046,6791783,18,21/02/1966,Flat tire,NO
5047,435041,73,14/11/1997,Wants to extend renting period,NO
5048,9616716,97,01/03/1975,Brakes are broken,NO
5049,4357559,33,08/07/1953,Battery died,NO
5050,5676307,51,09/09/1980,Battery died,NO
5051,8565642,59,02/10/1993,Unhappy costumer,NO
5052,8223444,78,05/05/1968,Battery died,NO
5053,9441511,33,09/03/1962,Complaint about a worker,NO
5054,2326032,17,13/01/1995,Wants to rent a car,NO
5055,2972588,43,29/04/1978,Battery died,NO
5056,7344812,14,27/02/1980,Car died,NO
5057,3476030,26,02/09/1960,Wants to update data,NO
5058,9785388,31,20/07/1982,Battery died,NO
5059,7262352,4,31/05/1953,Battery died,NO
5060,7399030,10,18/05/1973,Wants to update data,NO
5061,3678086,53,03/04/1989,Flat tire,NO
5062,5254374,59,01/10/1957,Broken window,NO
5063,6091407,85,11/11/1956,Flat tire,NO
5064,4419856,25,16/07/1979,Car died,NO
5065,1497022,53,09/11/1990,Wants to update data,NO
5066,2049585,4,08/01/1983,Flat tire,NO
5067,4901652,83,31/10/1965,Weird noises,NO
5068,7004654,1,23/07/1987,Unhappy costumer,NO
5069,5490693,93,25/08/1985,Problem with insurance,NO
5070,3531438,45,16/04/1990,Car died,NO
5071,8484036,92,17/07/1989,Car died,NO
5072,9247864,12,29/03/1986,Lights are out,NO
5073,3269520,58,27/07/1952,Brakes are broken,NO
5074,3824403,86,23/01/1975,Car died,NO
5075,525747,67,02/03/1989,Flat tire,NO
5076,4829343,94,02/01/1988,Problem with insurance,NO
5077,3770160,58,22/09/1956,Unhappy costumer,NO
5078,7212529,18,10/09/1991,Problem with insurance,NO
5079,4130799,13,08/04/1987,Flat tire,NO
5080,7732698,34,30/11/1962,Car died,NO
5081,9382838,21,05/07/1977,Wants to rent a car,NO
5082,4824762,24,19/09/1984,Wants to rent a car,NO
5083,3444581,76,07/08/1979,Wants to update data,NO
5084,743785,79,23/02/1979,Wants to rent a car,NO
5085,5764827,76,18/03/1955,Battery died,NO
5086,3766197,57,02/01/1959,Broken window,NO
5087,9497865,36,17/10/1982,Battery died,NO
5088,2182814,77,16/04/1971,Wants to rent a car,NO
5089,6949891,47,12/12/1995,Battery died,NO
5090,2815748,78,25/06/1993,Flat tire,NO
5091,8030830,55,01/07/1996,Flat tire,NO
5092,4560381,88,19/04/1981,Unhappy costumer,NO
5093,581850,6,22/02/1955,Car died,NO
5094,8879263,17,23/09/1984,Complaint about a worker,NO
5095,6489528,88,13/12/1970,Flat tire,NO
5096,7606681,11,08/12/1998,Wants to extend renting period,NO
5097,7556275,80,01/05/1954,Wants to update data,NO
5098,8570292,88,27/03/1966,Wants to extend renting period,NO
5099,1792715,31,07/10/1959,Complaint about a worker,NO
5100,2451327,90,10/06/1975,Brakes are broken,NO
